label,posture,four_class,activity_group,indoor_outdoor,activity,hand_gesture
mix of things-stairs-still-walking,upright,ambulation,ambulation,indoor,self-paced walking and escalator,still
down-mix of things-stairs-still-walking,upright,ambulation,ambulation,indoor,walking down stairs,still
down-mix of things-stairs-walking,upright,ambulation,ambulation,indoor,walking down stairs,free
city-mix of things-texting-walking,upright,ambulation,ambulation,outdoor,self-paced walking and texting,using phone
city-mix of things-outdoors,unkown,unkown,unkown,outdoor,unkown,unkown
city-mix of things-outdoors-standing,upright,sedentary,sedentary,outdoor,standing naturally,free
city-mix of things-outdoors-standing-waiting,upright,sedentary,sedentary,outdoor,standing naturally,free
mbta-mix of things,unkown,unkown,unkown,indoor,unkown,unkown
mbta-mix of things-sitting,sitting,sedentary,sedentary,indoor,sitting still,free
mbta-mix of things-sitting-texting,sitting,sedentary,sedentary,indoor,sitting and texting,using phone
mbta-mix of things-sitting-texting-web browsing,sitting,sedentary,sedentary,indoor,sitting and texting and web browsing,using phone
mix of things-sitting,sitting,sedentary,sedentary,unkown,sitting still,free
mix of things-standing-stop light,upright,sedentary,sedentary,outdoor,standing naturally,free
city-mix of things-standing-stop light,upright,sedentary,sedentary,outdoor,standing naturally,free
city-mix of things-outdoors-standing-stop light,upright,sedentary,sedentary,outdoor,standing naturally,free
elevator-mix of things-standing-up,upright,sedentary,sedentary,indoor,standing and elevator up,free
mix of things-standing-up,upright,sedentary,sedentary,unkown,standing naturally,free
biking-mix of things-wear on,sitting,cycling,cycling,unkown,biking,biking
biking-mix of things-outdoors-wear on,sitting,cycling,cycling,outdoor,biking outdoor,biking
biking-city-mix of things-outdoors-wear on,sitting,cycling,cycling,outdoor,biking outdoor,biking
biking-city-mix of things-wear on,sitting,cycling,cycling,outdoor,biking,biking
city-mix of things-wear on,unkown,unkown,unkown,outdoor,unkown,unkown
frisbee-mix of things-wear on,upright,others,others,unkown,frisbee,frisbee
frisbee-jog/running-mix of things-wear on,upright,ambulation,ambulation,unkown,running and frisbee,frisbee
jog/running-mix of things-wear on,upright,ambulation,ambulation,unkown,running,free
mix of things-walking-wear on,upright,ambulation,ambulation,unkown,self-paced walking,free
mix of things-stairs-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and escalator,free
mix of things-stairs-up-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and escalator,free
bag-mix of things-stairs-up-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and escalator with bag,free
lying-mix of things,lying,sedentary,sleep,indoor,unkown,still
mix of things-sitting-web browsing,sitting,sedentary,sedentary,unkown,sitting and web browsing,free
mix of things-reclining-sitting-web browsing,sitting,sedentary,sedentary,unkown,sitting and reclining and web browsing,free
biking-mix of things,sitting,cycling,cycling,unkown,biking,biking
biking-mix of things-stationary,sitting,cycling,cycling,indoor,stationary biking,biking
300 kpm/min-biking-mix of things-stationary,sitting,cycling,cycling,indoor,biking outdoor and stationary biking,biking
mix of things-treadmill-walking,upright,ambulation,ambulation,indoor,self-paced walking,free
1 mph-mix of things-treadmill-walking,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph,free
1 mph-arms rested on the desk-mix of things-treadmill-walking,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
1 mph-arms rested on the desk-mix of things-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
arms rested on the desk-mix of things-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking with arms on desk,arms on desk
mix of things-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking,free
2 mph-arms rested on the desk-mix of things-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 2 mph with arms on desk,arms on desk
3 mph-mix of things-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3 mph-drink-mix of things-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,carrying a drink
3 mph-drink-mix of things-sweeping-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph and sweeping,carrying a drink
bag-mix of things-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking with bag,free
3 mph-bag-mix of things-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph with bag,free
jog/running-mix of things-treadmill-wear on,upright,ambulation,ambulation,indoor,running,free
5.5 mph-jog/running-mix of things-treadmill-wear on,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph,free
5% grade-5.5 mph-jog/running-mix of things-treadmill-wear on,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph,free
3.5 mph-mix of things-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3.5 mph-mix of things-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
mix of things-sweeping-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and sweeping,sweeping
laundry-mix of things-standing,upright,sedentary,sedentary,unkown,standing naturally,laundry
mix of things-waiting,unkown,sedentary,sedentary,unkown,unkown,unkown
eating/drinking (sitting),sitting,sedentary,sedentary,unkown,sitting still,carrying a drink
jumping jacks-still,upright,sedentary,sedentary,unkown,jumping jacks,jumping jacks
arms rested on the desk-sitting-wear on-writing,sitting,sedentary,sedentary,indoor,sitting and writing with arms on desk,writing
arms rested on the desk-sitting-wear on,sitting,sedentary,sedentary,indoor,sitting with arms on desk,arms on desk
arms rested on the desk-wear on,unkown,unkown,unkown,indoor, with arms on desk,arms on desk
arms rested on the desk-standing-wear on,upright,sedentary,sedentary,indoor,standing with arms on desk,arms on desk
arms rested on the desk-standing-wear on-writing,upright,sedentary,sedentary,indoor,standing and writing with arms on desk,writing
arms rested on the desk-wear on-writing,unkown,unkown,unkown,indoor,writing with arms on desk,writing
wear on-writing,unkown,unkown,unkown,unkown,writing,writing
arms rested on the desk-standing-wear on-web browsing,upright,sedentary,sedentary,indoor,standing and web browsing with arms on desk,arms on desk
arms rested on the desk-wear on-web browsing,unkown,unkown,unkown,indoor,web browsing with arms on desk,arms on desk
wear on-web browsing,unkown,unkown,unkown,unkown,web browsing,free
sitting-wear on-web browsing,sitting,sedentary,sedentary,unkown,sitting and web browsing,free
standing-sweeping-walking,upright,ambulation,ambulation,indoor,self-paced walking and standing and sweeping,sweeping
1 mph-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph,free
arms rested on the desk-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking with arms on desk,arms on desk
drink-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking,carrying a drink
3.5 mph-drink-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,carrying a drink
3.5 mph-bag-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph with bag,free
3 mph-story-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
biking-stationary-wear on,sitting,cycling,cycling,indoor,stationary biking,biking
300 kpm/min-biking-stationary-wear on,sitting,cycling,cycling,indoor,biking outdoor and stationary biking,biking
bag-dominant hand-stairs-up-walking,upright,ambulation,ambulation,indoor,self-paced walking and escalator with bag,free
bag-dominant hand-up-walking,upright,ambulation,ambulation,unkown,self-paced walking with bag,free
dominant hand-laundry-standing-unlabelled,upright,sedentary,sedentary,unkown,standing naturally,laundry
stationary-unlabelled,unkown,unkown,unkown,unkown,unkown,unkown
1 mph-arms rested on the desk-treadmill-unlabelled-walking,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
arms rested on the desk-treadmill-unlabelled-walking,upright,ambulation,ambulation,indoor,self-paced walking with arms on desk,arms on desk
3.5 mph-drink-treadmill-unlabelled-walking,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,carrying a drink
arms rested on the desk-sitting-wear on-web browsing,sitting,sedentary,sedentary,indoor,sitting and web browsing with arms on desk,arms on desk
reclining-sitting-wear on,sitting,sedentary,sedentary,unkown,sitting and reclining,free
city-outdoors-walking,upright,ambulation,ambulation,outdoor,self-paced walking,free
city-outdoors-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking,free
city-outdoors-story-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking,free
city-outdoors-story-wear on,unkown,unkown,unkown,outdoor,unkown,unkown
city-outdoors-sitting-story-wear on,sitting,sedentary,sedentary,outdoor,sitting still,free
city-outdoors-sitting-wear on,sitting,sedentary,sedentary,outdoor,sitting still,free
city-outdoors-sitting-waiting-wear on,sitting,sedentary,sedentary,outdoor,sitting still,free
city-sitting-wear on,sitting,sedentary,sedentary,outdoor,sitting still,free
mbta-sitting-wear on,sitting,sedentary,sedentary,indoor,sitting still,free
mbta-sitting-texting-wear on,sitting,sedentary,sedentary,indoor,sitting and texting,using phone
city-outdoors-stop light-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking,free
city-outdoors-stop light-wear on,unkown,unkown,unkown,outdoor,unkown,unkown
city-outdoors-standing-stop light-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
city-outdoors-standing-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
city-standing-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
biking-city-outdoors,sitting,cycling,cycling,outdoor,biking outdoor,biking
bag-down-elevator-standing,upright,sedentary,sedentary,indoor,standing and elevator down with bag,free
sitting-texting,sitting,sedentary,sedentary,unkown,sitting and texting,using phone
phone-reclining-sitting-texting,sitting,sedentary,sedentary,unkown,sitting and reclining and texting and using phone,holding cellphone
phone-reclining-sitting,sitting,sedentary,sedentary,unkown,sitting and reclining and using phone,holding cellphone
300 kpm/min-biking-stationary-texting,sitting,cycling,cycling,indoor,biking outdoor and stationary biking and texting,biking
1 mph-arms rested on the desk-flat grade-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
2 mph-arms rested on the desk-flat grade-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 2 mph with arms on desk,arms on desk
3.5 mph-bag-dominant hand-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph with bag,free
3.5 mph-dominant hand-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
dominant hand-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking,free
dominant hand-treadmill-wear on,upright,unkown,unkown,indoor,unkown,unkown
dominant hand-wear on,unkown,unkown,unkown,unkown,unkown,unkown
arms rested on the desk-sitting-unlabelled-writing,sitting,sedentary,sedentary,indoor,sitting and writing with arms on desk,writing
elevator-sitting-unlabelled-wear on,sitting,sedentary,sedentary,indoor,sitting and elevator,free
down-elevator-sitting-unlabelled-wear on,sitting,sedentary,sedentary,indoor,sitting and elevator down,free
outdoors-story-unlabelled-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking,free
unlabelled-up-wear on,unkown,unkown,unkown,unkown,unkown,unkown
standing-stop light-unlabelled-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
outdoors-standing-unlabelled-waiting-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
outdoors-sitting-unlabelled-waiting-wear on,sitting,sedentary,sedentary,outdoor,sitting still,free
outdoors-unlabelled-waiting-wear on,unkown,sedentary,sedentary,outdoor,unkown,unkown
biking-outdoors-wear on,sitting,cycling,cycling,outdoor,biking outdoor,biking
elevator-standing-up-wear on,upright,sedentary,sedentary,indoor,standing and elevator up,free
elevator-up-wear on,upright,sedentary,sedentary,indoor,elevator up,free
lying-still,lying,sedentary,sleep,indoor,unkown,still
texting,unkown,sedentary,sedentary,unkown,texting,using phone
1 mph-arms rested on the desk-treadmill-walking,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
arms rested on the desk-treadmill,upright,unkown,unkown,indoor, with arms on desk,arms on desk
2 mph-wear on,upright,unkown,unkown,indoor,treadmill walking at 2 mph,free
3 mph-dominant hand-treadmill-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
